city_cn,city_id,name,start_date,end_date,sex,ethnic,birthdate,birthprovince,birthcity,birthcounty,educ,partydate,next_start,start_date_m,next_start_m,end_date_m,month_date,month,year
七台河市,2309,曲志深,2008-02-01,2010-12-01,男,汉族,1963-12-01,山东省,烟台市,莱州市,本科,6/1/1985,2010-12-01,2008-02-01,2010-11-01,2010-12-01,2008-02-01,2.0,2008.0
七台河市,2309,曲志深,2008-02-01,2010-12-01,男,汉族,1963-12-01,山东省,烟台市,莱州市,本科,6/1/1985,2010-12-01,2008-02-01,2010-11-01,2010-12-01,2008-03-01,3.0,2008.0
七台河市,2309,曲志深,2008-02-01,2010-12-01,男,汉族,1963-12-01,山东省,烟台市,莱州市,本科,6/1/1985,2010-12-01,2008-02-01,2010-11-01,2010-12-01,2008-04-01,4.0,2008.0
七台河市,2309,曲志深,2008-02-01,2010-12-01,男,汉族,1963-12-01,山东省,烟台市,莱州市,本科,6/1/1985,2010-12-01,2008-02-01,2010-11-01,2010-12-01,2008-05-01,5.0,2008.0
七台河市,2309,曲志深,2008-02-01,2010-12-01,男,汉族,1963-12-01,山东省,烟台市,莱州市,本科,6/1/1985,2010-12-01,2008-02-01,2010-11-01,2010-12-01,2008-06-01,6.0,2008.0
七台河市,2309,曲志深,2008-02-01,2010-12-01,男,汉族,1963-12-01,山东省,烟台市,莱州市,本科,6/1/1985,2010-12-01,2008-02-01,2010-11-01,2010-12-01,2008-07-01,7.0,2008.0
七台河市,2309,曲志深,2008-02-01,2010-12-01,男,汉族,1963-12-01,山东省,烟台市,莱州市,本科,6/1/1985,2010-12-01,2008-02-01,2010-11-01,2010-12-01,2008-08-01,8.0,2008.0
七台河市,2309,曲志深,2008-02-01,2010-12-01,男,汉族,1963-12-01,山东省,烟台市,莱州市,本科,6/1/1985,2010-12-01,2008-02-01,2010-11-01,2010-12-01,2008-09-01,9.0,2008.0
七台河市,2309,曲志深,2008-02-01,2010-12-01,男,汉族,1963-12-01,山东省,烟台市,莱州市,本科,6/1/1985,2010-12-01,2008-02-01,2010-11-01,2010-12-01,2008-10-01,10.0,2008.0
七台河市,2309,曲志深,2008-02-01,2010-12-01,男,汉族,1963-12-01,山东省,烟台市,莱州市,本科,6/1/1985,2010-12-01,2008-02-01,2010-11-01,2010-12-01,2008-11-01,11.0,2008.0
七台河市,2309,曲志深,2008-02-01,2010-12-01,男,汉族,1963-12-01,山东省,烟台市,莱州市,本科,6/1/1985,2010-12-01,2008-02-01,2010-11-01,2010-12-01,2008-12-01,12.0,2008.0
七台河市,2309,曲志深,2008-02-01,2010-12-01,男,汉族,1963-12-01,山东省,烟台市,莱州市,本科,6/1/1985,2010-12-01,2008-02-01,2010-11-01,2010-12-01,2009-01-01,1.0,2009.0
七台河市,2309,曲志深,2008-02-01,2010-12-01,男,汉族,1963-12-01,山东省,烟台市,莱州市,本科,6/1/1985,2010-12-01,2008-02-01,2010-11-01,2010-12-01,2009-02-01,2.0,2009.0
七台河市,2309,曲志深,2008-02-01,2010-12-01,男,汉族,1963-12-01,山东省,烟台市,莱州市,本科,6/1/1985,2010-12-01,2008-02-01,2010-11-01,2010-12-01,2009-03-01,3.0,2009.0
七台河市,2309,曲志深,2008-02-01,2010-12-01,男,汉族,1963-12-01,山东省,烟台市,莱州市,本科,6/1/1985,2010-12-01,2008-02-01,2010-11-01,2010-12-01,2009-04-01,4.0,2009.0
七台河市,2309,曲志深,2008-02-01,2010-12-01,男,汉族,1963-12-01,山东省,烟台市,莱州市,本科,6/1/1985,2010-12-01,2008-02-01,2010-11-01,2010-12-01,2009-05-01,5.0,2009.0
七台河市,2309,曲志深,2008-02-01,2010-12-01,男,汉族,1963-12-01,山东省,烟台市,莱州市,本科,6/1/1985,2010-12-01,2008-02-01,2010-11-01,2010-12-01,2009-06-01,6.0,2009.0
七台河市,2309,曲志深,2008-02-01,2010-12-01,男,汉族,1963-12-01,山东省,烟台市,莱州市,本科,6/1/1985,2010-12-01,2008-02-01,2010-11-01,2010-12-01,2009-07-01,7.0,2009.0
七台河市,2309,曲志深,2008-02-01,2010-12-01,男,汉族,1963-12-01,山东省,烟台市,莱州市,本科,6/1/1985,2010-12-01,2008-02-01,2010-11-01,2010-12-01,2009-08-01,8.0,2009.0
七台河市,2309,曲志深,2008-02-01,2010-12-01,男,汉族,1963-12-01,山东省,烟台市,莱州市,本科,6/1/1985,2010-12-01,2008-02-01,2010-11-01,2010-12-01,2009-09-01,9.0,2009.0
七台河市,2309,曲志深,2008-02-01,2010-12-01,男,汉族,1963-12-01,山东省,烟台市,莱州市,本科,6/1/1985,2010-12-01,2008-02-01,2010-11-01,2010-12-01,2009-10-01,10.0,2009.0
七台河市,2309,曲志深,2008-02-01,2010-12-01,男,汉族,1963-12-01,山东省,烟台市,莱州市,本科,6/1/1985,2010-12-01,2008-02-01,2010-11-01,2010-12-01,2009-11-01,11.0,2009.0
七台河市,2309,曲志深,2008-02-01,2010-12-01,男,汉族,1963-12-01,山东省,烟台市,莱州市,本科,6/1/1985,2010-12-01,2008-02-01,2010-11-01,2010-12-01,2009-12-01,12.0,2009.0
七台河市,2309,曲志深,2008-02-01,2010-12-01,男,汉族,1963-12-01,山东省,烟台市,莱州市,本科,6/1/1985,2010-12-01,2008-02-01,2010-11-01,2010-12-01,2010-01-01,1.0,2010.0
七台河市,2309,曲志深,2008-02-01,2010-12-01,男,汉族,1963-12-01,山东省,烟台市,莱州市,本科,6/1/1985,2010-12-01,2008-02-01,2010-11-01,2010-12-01,2010-02-01,2.0,2010.0
七台河市,2309,曲志深,2008-02-01,2010-12-01,男,汉族,1963-12-01,山东省,烟台市,莱州市,本科,6/1/1985,2010-12-01,2008-02-01,2010-11-01,2010-12-01,2010-03-01,3.0,2010.0
七台河市,2309,曲志深,2008-02-01,2010-12-01,男,汉族,1963-12-01,山东省,烟台市,莱州市,本科,6/1/1985,2010-12-01,2008-02-01,2010-11-01,2010-12-01,2010-04-01,4.0,2010.0
七台河市,2309,曲志深,2008-02-01,2010-12-01,男,汉族,1963-12-01,山东省,烟台市,莱州市,本科,6/1/1985,2010-12-01,2008-02-01,2010-11-01,2010-12-01,2010-05-01,5.0,2010.0
七台河市,2309,曲志深,2008-02-01,2010-12-01,男,汉族,1963-12-01,山东省,烟台市,莱州市,本科,6/1/1985,2010-12-01,2008-02-01,2010-11-01,2010-12-01,2010-06-01,6.0,2010.0
七台河市,2309,曲志深,2008-02-01,2010-12-01,男,汉族,1963-12-01,山东省,烟台市,莱州市,本科,6/1/1985,2010-12-01,2008-02-01,2010-11-01,2010-12-01,2010-07-01,7.0,2010.0
七台河市,2309,曲志深,2008-02-01,2010-12-01,男,汉族,1963-12-01,山东省,烟台市,莱州市,本科,6/1/1985,2010-12-01,2008-02-01,2010-11-01,2010-12-01,2010-08-01,8.0,2010.0
七台河市,2309,曲志深,2008-02-01,2010-12-01,男,汉族,1963-12-01,山东省,烟台市,莱州市,本科,6/1/1985,2010-12-01,2008-02-01,2010-11-01,2010-12-01,2010-09-01,9.0,2010.0
七台河市,2309,曲志深,2008-02-01,2010-12-01,男,汉族,1963-12-01,山东省,烟台市,莱州市,本科,6/1/1985,2010-12-01,2008-02-01,2010-11-01,2010-12-01,2010-10-01,10.0,2010.0
七台河市,2309,曲志深,2008-02-01,2010-12-01,男,汉族,1963-12-01,山东省,烟台市,莱州市,本科,6/1/1985,2010-12-01,2008-02-01,2010-11-01,2010-12-01,2010-11-01,11.0,2010.0
七台河市,2309,郭新双,2010-12-01,2012-06-01,男,汉族,1963-11-01,河南省,南阳市,新野县,博士,1/1/1994,2012-11-01,2010-12-01,2012-10-01,2012-06-01,2010-12-01,12.0,2010.0
七台河市,2309,郭新双,2010-12-01,2012-06-01,男,汉族,1963-11-01,河南省,南阳市,新野县,博士,1/1/1994,2012-11-01,2010-12-01,2012-10-01,2012-06-01,2011-01-01,1.0,2011.0
七台河市,2309,郭新双,2010-12-01,2012-06-01,男,汉族,1963-11-01,河南省,南阳市,新野县,博士,1/1/1994,2012-11-01,2010-12-01,2012-10-01,2012-06-01,2011-02-01,2.0,2011.0
七台河市,2309,郭新双,2010-12-01,2012-06-01,男,汉族,1963-11-01,河南省,南阳市,新野县,博士,1/1/1994,2012-11-01,2010-12-01,2012-10-01,2012-06-01,2011-03-01,3.0,2011.0
七台河市,2309,郭新双,2010-12-01,2012-06-01,男,汉族,1963-11-01,河南省,南阳市,新野县,博士,1/1/1994,2012-11-01,2010-12-01,2012-10-01,2012-06-01,2011-04-01,4.0,2011.0
七台河市,2309,郭新双,2010-12-01,2012-06-01,男,汉族,1963-11-01,河南省,南阳市,新野县,博士,1/1/1994,2012-11-01,2010-12-01,2012-10-01,2012-06-01,2011-05-01,5.0,2011.0
七台河市,2309,郭新双,2010-12-01,2012-06-01,男,汉族,1963-11-01,河南省,南阳市,新野县,博士,1/1/1994,2012-11-01,2010-12-01,2012-10-01,2012-06-01,2011-06-01,6.0,2011.0
七台河市,2309,郭新双,2010-12-01,2012-06-01,男,汉族,1963-11-01,河南省,南阳市,新野县,博士,1/1/1994,2012-11-01,2010-12-01,2012-10-01,2012-06-01,2011-07-01,7.0,2011.0
七台河市,2309,郭新双,2010-12-01,2012-06-01,男,汉族,1963-11-01,河南省,南阳市,新野县,博士,1/1/1994,2012-11-01,2010-12-01,2012-10-01,2012-06-01,2011-08-01,8.0,2011.0
七台河市,2309,郭新双,2010-12-01,2012-06-01,男,汉族,1963-11-01,河南省,南阳市,新野县,博士,1/1/1994,2012-11-01,2010-12-01,2012-10-01,2012-06-01,2011-09-01,9.0,2011.0
七台河市,2309,郭新双,2010-12-01,2012-06-01,男,汉族,1963-11-01,河南省,南阳市,新野县,博士,1/1/1994,2012-11-01,2010-12-01,2012-10-01,2012-06-01,2011-10-01,10.0,2011.0
七台河市,2309,郭新双,2010-12-01,2012-06-01,男,汉族,1963-11-01,河南省,南阳市,新野县,博士,1/1/1994,2012-11-01,2010-12-01,2012-10-01,2012-06-01,2011-11-01,11.0,2011.0
七台河市,2309,郭新双,2010-12-01,2012-06-01,男,汉族,1963-11-01,河南省,南阳市,新野县,博士,1/1/1994,2012-11-01,2010-12-01,2012-10-01,2012-06-01,2011-12-01,12.0,2011.0
七台河市,2309,郭新双,2010-12-01,2012-06-01,男,汉族,1963-11-01,河南省,南阳市,新野县,博士,1/1/1994,2012-11-01,2010-12-01,2012-10-01,2012-06-01,2012-01-01,1.0,2012.0
七台河市,2309,郭新双,2010-12-01,2012-06-01,男,汉族,1963-11-01,河南省,南阳市,新野县,博士,1/1/1994,2012-11-01,2010-12-01,2012-10-01,2012-06-01,2012-02-01,2.0,2012.0
七台河市,2309,郭新双,2010-12-01,2012-06-01,男,汉族,1963-11-01,河南省,南阳市,新野县,博士,1/1/1994,2012-11-01,2010-12-01,2012-10-01,2012-06-01,2012-03-01,3.0,2012.0
七台河市,2309,郭新双,2010-12-01,2012-06-01,男,汉族,1963-11-01,河南省,南阳市,新野县,博士,1/1/1994,2012-11-01,2010-12-01,2012-10-01,2012-06-01,2012-04-01,4.0,2012.0
七台河市,2309,郭新双,2010-12-01,2012-06-01,男,汉族,1963-11-01,河南省,南阳市,新野县,博士,1/1/1994,2012-11-01,2010-12-01,2012-10-01,2012-06-01,2012-05-01,5.0,2012.0
七台河市,2309,郭新双,2010-12-01,2012-06-01,男,汉族,1963-11-01,河南省,南阳市,新野县,博士,1/1/1994,2012-11-01,2010-12-01,2012-10-01,2012-06-01,2012-06-01,6.0,2012.0
七台河市,2309,郭新双,2010-12-01,2012-06-01,男,汉族,1963-11-01,河南省,南阳市,新野县,博士,1/1/1994,2012-11-01,2010-12-01,2012-10-01,2012-06-01,2012-07-01,7.0,2012.0
七台河市,2309,郭新双,2010-12-01,2012-06-01,男,汉族,1963-11-01,河南省,南阳市,新野县,博士,1/1/1994,2012-11-01,2010-12-01,2012-10-01,2012-06-01,2012-08-01,8.0,2012.0
七台河市,2309,郭新双,2010-12-01,2012-06-01,男,汉族,1963-11-01,河南省,南阳市,新野县,博士,1/1/1994,2012-11-01,2010-12-01,2012-10-01,2012-06-01,2012-09-01,9.0,2012.0
七台河市,2309,郭新双,2010-12-01,2012-06-01,男,汉族,1963-11-01,河南省,南阳市,新野县,博士,1/1/1994,2012-11-01,2010-12-01,2012-10-01,2012-06-01,2012-10-01,10.0,2012.0
七台河市,2309,韩立华,2012-11-01,2015-05-01,男,汉族,1963-11-01,黑龙江省,绥化市,兰西县,博士,6/1/1986,2015-05-01,2012-11-01,2015-04-01,2015-05-01,2012-11-01,11.0,2012.0
七台河市,2309,韩立华,2012-11-01,2015-05-01,男,汉族,1963-11-01,黑龙江省,绥化市,兰西县,博士,6/1/1986,2015-05-01,2012-11-01,2015-04-01,2015-05-01,2012-12-01,12.0,2012.0
七台河市,2309,韩立华,2012-11-01,2015-05-01,男,汉族,1963-11-01,黑龙江省,绥化市,兰西县,博士,6/1/1986,2015-05-01,2012-11-01,2015-04-01,2015-05-01,2013-01-01,1.0,2013.0
七台河市,2309,韩立华,2012-11-01,2015-05-01,男,汉族,1963-11-01,黑龙江省,绥化市,兰西县,博士,6/1/1986,2015-05-01,2012-11-01,2015-04-01,2015-05-01,2013-02-01,2.0,2013.0
七台河市,2309,韩立华,2012-11-01,2015-05-01,男,汉族,1963-11-01,黑龙江省,绥化市,兰西县,博士,6/1/1986,2015-05-01,2012-11-01,2015-04-01,2015-05-01,2013-03-01,3.0,2013.0
七台河市,2309,韩立华,2012-11-01,2015-05-01,男,汉族,1963-11-01,黑龙江省,绥化市,兰西县,博士,6/1/1986,2015-05-01,2012-11-01,2015-04-01,2015-05-01,2013-04-01,4.0,2013.0
七台河市,2309,韩立华,2012-11-01,2015-05-01,男,汉族,1963-11-01,黑龙江省,绥化市,兰西县,博士,6/1/1986,2015-05-01,2012-11-01,2015-04-01,2015-05-01,2013-05-01,5.0,2013.0
七台河市,2309,韩立华,2012-11-01,2015-05-01,男,汉族,1963-11-01,黑龙江省,绥化市,兰西县,博士,6/1/1986,2015-05-01,2012-11-01,2015-04-01,2015-05-01,2013-06-01,6.0,2013.0
七台河市,2309,韩立华,2012-11-01,2015-05-01,男,汉族,1963-11-01,黑龙江省,绥化市,兰西县,博士,6/1/1986,2015-05-01,2012-11-01,2015-04-01,2015-05-01,2013-07-01,7.0,2013.0
七台河市,2309,韩立华,2012-11-01,2015-05-01,男,汉族,1963-11-01,黑龙江省,绥化市,兰西县,博士,6/1/1986,2015-05-01,2012-11-01,2015-04-01,2015-05-01,2013-08-01,8.0,2013.0
七台河市,2309,韩立华,2012-11-01,2015-05-01,男,汉族,1963-11-01,黑龙江省,绥化市,兰西县,博士,6/1/1986,2015-05-01,2012-11-01,2015-04-01,2015-05-01,2013-09-01,9.0,2013.0
七台河市,2309,韩立华,2012-11-01,2015-05-01,男,汉族,1963-11-01,黑龙江省,绥化市,兰西县,博士,6/1/1986,2015-05-01,2012-11-01,2015-04-01,2015-05-01,2013-10-01,10.0,2013.0
七台河市,2309,韩立华,2012-11-01,2015-05-01,男,汉族,1963-11-01,黑龙江省,绥化市,兰西县,博士,6/1/1986,2015-05-01,2012-11-01,2015-04-01,2015-05-01,2013-11-01,11.0,2013.0
七台河市,2309,韩立华,2012-11-01,2015-05-01,男,汉族,1963-11-01,黑龙江省,绥化市,兰西县,博士,6/1/1986,2015-05-01,2012-11-01,2015-04-01,2015-05-01,2013-12-01,12.0,2013.0
七台河市,2309,韩立华,2012-11-01,2015-05-01,男,汉族,1963-11-01,黑龙江省,绥化市,兰西县,博士,6/1/1986,2015-05-01,2012-11-01,2015-04-01,2015-05-01,2014-01-01,1.0,2014.0
七台河市,2309,韩立华,2012-11-01,2015-05-01,男,汉族,1963-11-01,黑龙江省,绥化市,兰西县,博士,6/1/1986,2015-05-01,2012-11-01,2015-04-01,2015-05-01,2014-02-01,2.0,2014.0
七台河市,2309,韩立华,2012-11-01,2015-05-01,男,汉族,1963-11-01,黑龙江省,绥化市,兰西县,博士,6/1/1986,2015-05-01,2012-11-01,2015-04-01,2015-05-01,2014-03-01,3.0,2014.0
七台河市,2309,韩立华,2012-11-01,2015-05-01,男,汉族,1963-11-01,黑龙江省,绥化市,兰西县,博士,6/1/1986,2015-05-01,2012-11-01,2015-04-01,2015-05-01,2014-04-01,4.0,2014.0
七台河市,2309,韩立华,2012-11-01,2015-05-01,男,汉族,1963-11-01,黑龙江省,绥化市,兰西县,博士,6/1/1986,2015-05-01,2012-11-01,2015-04-01,2015-05-01,2014-05-01,5.0,2014.0
七台河市,2309,韩立华,2012-11-01,2015-05-01,男,汉族,1963-11-01,黑龙江省,绥化市,兰西县,博士,6/1/1986,2015-05-01,2012-11-01,2015-04-01,2015-05-01,2014-06-01,6.0,2014.0
七台河市,2309,韩立华,2012-11-01,2015-05-01,男,汉族,1963-11-01,黑龙江省,绥化市,兰西县,博士,6/1/1986,2015-05-01,2012-11-01,2015-04-01,2015-05-01,2014-07-01,7.0,2014.0
七台河市,2309,韩立华,2012-11-01,2015-05-01,男,汉族,1963-11-01,黑龙江省,绥化市,兰西县,博士,6/1/1986,2015-05-01,2012-11-01,2015-04-01,2015-05-01,2014-08-01,8.0,2014.0
七台河市,2309,韩立华,2012-11-01,2015-05-01,男,汉族,1963-11-01,黑龙江省,绥化市,兰西县,博士,6/1/1986,2015-05-01,2012-11-01,2015-04-01,2015-05-01,2014-09-01,9.0,2014.0
七台河市,2309,韩立华,2012-11-01,2015-05-01,男,汉族,1963-11-01,黑龙江省,绥化市,兰西县,博士,6/1/1986,2015-05-01,2012-11-01,2015-04-01,2015-05-01,2014-10-01,10.0,2014.0
七台河市,2309,韩立华,2012-11-01,2015-05-01,男,汉族,1963-11-01,黑龙江省,绥化市,兰西县,博士,6/1/1986,2015-05-01,2012-11-01,2015-04-01,2015-05-01,2014-11-01,11.0,2014.0
七台河市,2309,韩立华,2012-11-01,2015-05-01,男,汉族,1963-11-01,黑龙江省,绥化市,兰西县,博士,6/1/1986,2015-05-01,2012-11-01,2015-04-01,2015-05-01,2014-12-01,12.0,2014.0
七台河市,2309,韩立华,2012-11-01,2015-05-01,男,汉族,1963-11-01,黑龙江省,绥化市,兰西县,博士,6/1/1986,2015-05-01,2012-11-01,2015-04-01,2015-05-01,2015-01-01,1.0,2015.0
七台河市,2309,韩立华,2012-11-01,2015-05-01,男,汉族,1963-11-01,黑龙江省,绥化市,兰西县,博士,6/1/1986,2015-05-01,2012-11-01,2015-04-01,2015-05-01,2015-02-01,2.0,2015.0
七台河市,2309,韩立华,2012-11-01,2015-05-01,男,汉族,1963-11-01,黑龙江省,绥化市,兰西县,博士,6/1/1986,2015-05-01,2012-11-01,2015-04-01,2015-05-01,2015-03-01,3.0,2015.0
七台河市,2309,韩立华,2012-11-01,2015-05-01,男,汉族,1963-11-01,黑龙江省,绥化市,兰西县,博士,6/1/1986,2015-05-01,2012-11-01,2015-04-01,2015-05-01,2015-04-01,4.0,2015.0
七台河市,2309,马志勇,2015-05-01,2016-08-01,男,汉族,1966-09-01,吉林省,辽源市,东丰县,硕士,6/1/1988,2016-09-01,2015-05-01,2016-08-01,2016-08-01,2015-05-01,5.0,2015.0
七台河市,2309,马志勇,2015-05-01,2016-08-01,男,汉族,1966-09-01,吉林省,辽源市,东丰县,硕士,6/1/1988,2016-09-01,2015-05-01,2016-08-01,2016-08-01,2015-06-01,6.0,2015.0
七台河市,2309,马志勇,2015-05-01,2016-08-01,男,汉族,1966-09-01,吉林省,辽源市,东丰县,硕士,6/1/1988,2016-09-01,2015-05-01,2016-08-01,2016-08-01,2015-07-01,7.0,2015.0
七台河市,2309,马志勇,2015-05-01,2016-08-01,男,汉族,1966-09-01,吉林省,辽源市,东丰县,硕士,6/1/1988,2016-09-01,2015-05-01,2016-08-01,2016-08-01,2015-08-01,8.0,2015.0
七台河市,2309,马志勇,2015-05-01,2016-08-01,男,汉族,1966-09-01,吉林省,辽源市,东丰县,硕士,6/1/1988,2016-09-01,2015-05-01,2016-08-01,2016-08-01,2015-09-01,9.0,2015.0
七台河市,2309,马志勇,2015-05-01,2016-08-01,男,汉族,1966-09-01,吉林省,辽源市,东丰县,硕士,6/1/1988,2016-09-01,2015-05-01,2016-08-01,2016-08-01,2015-10-01,10.0,2015.0
七台河市,2309,马志勇,2015-05-01,2016-08-01,男,汉族,1966-09-01,吉林省,辽源市,东丰县,硕士,6/1/1988,2016-09-01,2015-05-01,2016-08-01,2016-08-01,2015-11-01,11.0,2015.0
七台河市,2309,马志勇,2015-05-01,2016-08-01,男,汉族,1966-09-01,吉林省,辽源市,东丰县,硕士,6/1/1988,2016-09-01,2015-05-01,2016-08-01,2016-08-01,2015-12-01,12.0,2015.0
七台河市,2309,马志勇,2015-05-01,2016-08-01,男,汉族,1966-09-01,吉林省,辽源市,东丰县,硕士,6/1/1988,2016-09-01,2015-05-01,2016-08-01,2016-08-01,2016-01-01,1.0,2016.0
七台河市,2309,马志勇,2015-05-01,2016-08-01,男,汉族,1966-09-01,吉林省,辽源市,东丰县,硕士,6/1/1988,2016-09-01,2015-05-01,2016-08-01,2016-08-01,2016-02-01,2.0,2016.0
七台河市,2309,马志勇,2015-05-01,2016-08-01,男,汉族,1966-09-01,吉林省,辽源市,东丰县,硕士,6/1/1988,2016-09-01,2015-05-01,2016-08-01,2016-08-01,2016-03-01,3.0,2016.0
七台河市,2309,马志勇,2015-05-01,2016-08-01,男,汉族,1966-09-01,吉林省,辽源市,东丰县,硕士,6/1/1988,2016-09-01,2015-05-01,2016-08-01,2016-08-01,2016-04-01,4.0,2016.0
七台河市,2309,马志勇,2015-05-01,2016-08-01,男,汉族,1966-09-01,吉林省,辽源市,东丰县,硕士,6/1/1988,2016-09-01,2015-05-01,2016-08-01,2016-08-01,2016-05-01,5.0,2016.0
